2016-11-18 12:32:20.815 [main] INFO  cn.vpclub.DemoApplication - Starting DemoApplication on k8s-minion3 with PID 1482 (/home/vpclub/openshift/fabric/ipservice/target/classes started by vpclub in /home/vpclub/openshift/fabric/ipservice)
2016-11-18 13:30:55.412 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2016-11-18 13:30:55.976 [main] INFO  c.v.mockmvc.AppInfoControllerTest - Started AppInfoControllerTest in 18.067 seconds (JVM running for 20.34)
2016-11-18 13:30:56.025 [main] INFO  o.s.b.t.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
2016-11-18 13:30:56.025 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2016-11-18 13:30:56.040 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 15 ms
2016-11-18 13:30:56.073 [main] INFO  c.v.mockmvc.AppInfoControllerTest - 查询应用系统信息列表paramMap: {"pageNumber":1,"pageSize":10,"token":null}
2016-11-18 13:30:56.155 [main] INFO  cn.vpclub.web.AppInfoController - findDataPage method request: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":null}
2016-11-18 13:30:56.626 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2016-11-18 13:30:56.636 [main] INFO  c.v.service.impl.AppInfoServiceImpl - findDataPage method param data: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":null}
2016-11-18 13:30:56.871 [main] INFO  cn.vpclub.web.AppInfoController - findDataPage method return data: {"pageSize":10,"pageNumber":null,"totalRecord":12,"returnCode":1000,"message":"成功","pageData":[{"id":"3f429da418de4998b250a54400814c8e","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"ef4ca1dc5c444c6f817a338fa01413da","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"28e663b5d52f424494f3bf8fe280e21d","appId":100000034,"parentAppId":0,"appName":"和小宝O2O应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1467636852000,"updateBy":"1","updateDate":1468484646000,"delFlag":0,"remarks":"和小宝"},{"id":"1899833e5fbf4dfba27a37e13cb5f932","appId":100000054,"parentAppId":0,"appName":"河北移动","appSecretKey":null,"createBy":null,"createDate":1478251859000,"updateBy":"1","updateDate":1478251859000,"delFlag":0,"remarks":"河北移动"},{"id":"d6605e4daf844f56b333f2d72692fb7a","appId":100000058,"parentAppId":0,"appName":"岭南优品","appSecretKey":null,"createBy":null,"createDate":1470193301000,"updateBy":"1","updateDate":1470195739000,"delFlag":0,"remarks":"岭南优品"},{"id":"2f2f4790e8014258960e61257cbb9695","appId":200000014,"parentAppId":0,"appName":"微品一元购应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1468234942000,"updateBy":"1","updateDate":1469590204000,"delFlag":0,"remarks":"微品一元购自运营appInfo请勿修改"},{"id":"9a83504d443a47ebae8d62caf009155e","appId":200000018,"parentAppId":0,"appName":"梳理配置信息系统","appSecretKey":null,"createBy":"ceshi","createDate":1469442136000,"updateBy":"1","updateDate":1469775286000,"delFlag":0,"remarks":""},{"id":"b6a7dec2c82040519174f1ceda73026a","appId":200000047,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"d333f8c979dc4b74ab9f186e75dd5e18","appId":200000049,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"3ece622173634613b0dd914ddc460c27","appId":200000051,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1478062037000,"updateBy":null,"updateDate":1478062037000,"delFlag":0,"remarks":null}]}
2016-11-18 13:30:56.876 [main] INFO  c.v.mockmvc.AppInfoControllerTest - 查询应用系统信息列表测试返回：{"pageSize":10,"pageNumber":null,"totalRecord":12,"returnCode":1000,"message":"成功","pageData":[{"id":"3f429da418de4998b250a54400814c8e","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"ef4ca1dc5c444c6f817a338fa01413da","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"28e663b5d52f424494f3bf8fe280e21d","appId":100000034,"parentAppId":0,"appName":"和小宝O2O应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1467636852000,"updateBy":"1","updateDate":1468484646000,"delFlag":0,"remarks":"和小宝"},{"id":"1899833e5fbf4dfba27a37e13cb5f932","appId":100000054,"parentAppId":0,"appName":"河北移动","appSecretKey":null,"createBy":null,"createDate":1478251859000,"updateBy":"1","updateDate":1478251859000,"delFlag":0,"remarks":"河北移动"},{"id":"d6605e4daf844f56b333f2d72692fb7a","appId":100000058,"parentAppId":0,"appName":"岭南优品","appSecretKey":null,"createBy":null,"createDate":1470193301000,"updateBy":"1","updateDate":1470195739000,"delFlag":0,"remarks":"岭南优品"},{"id":"2f2f4790e8014258960e61257cbb9695","appId":200000014,"parentAppId":0,"appName":"微品一元购应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1468234942000,"updateBy":"1","updateDate":1469590204000,"delFlag":0,"remarks":"微品一元购自运营appInfo请勿修改"},{"id":"9a83504d443a47ebae8d62caf009155e","appId":200000018,"parentAppId":0,"appName":"梳理配置信息系统","appSecretKey":null,"createBy":"ceshi","createDate":1469442136000,"updateBy":"1","updateDate":1469775286000,"delFlag":0,"remarks":""},{"id":"b6a7dec2c82040519174f1ceda73026a","appId":200000047,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"d333f8c979dc4b74ab9f186e75dd5e18","appId":200000049,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"3ece622173634613b0dd914ddc460c27","appId":200000051,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1478062037000,"updateBy":null,"updateDate":1478062037000,"delFlag":0,"remarks":null}]}
2016-11-18 13:30:56.884 [Thread-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@7a67e3c6: startup date [Fri Nov 18 13:30:39 CST 2016]; root of context hierarchy
2016-11-18 13:30:56.887 [Thread-2] INFO  o.s.w.c.s.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@6c2f1700: startup date [Fri Nov 18 13:30:51 CST 2016]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@7a67e3c6
2016-11-18 13:30:56.902 [Thread-2] INFO  c.a.p.imp.AbstractLogStream - Logfile closed: /home/vpclub/openshift/fabric/ipservice/./tmlog3.log
2016-11-18 13:30:56.904 [Thread-2] INFO  c.a.icatch.imp.thread.TaskManager - THREADS: using JDK thread pooling...
2016-11-18 13:30:56.910 [Thread-2] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method 'close' failed on bean with name 'sqlSessionTemplate': java.lang.UnsupportedOperationException: Manual close is not allowed over a Spring managed SqlSession
2016-11-18 13:30:56.918 [Thread-2] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2016-11-18 13:41:21.938 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [cn.vpclub.mockmvc.BaseMockMvcTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2016-11-18 13:41:21.953 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2016-11-18 13:41:21.982 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1442d7b5, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1efee8e7, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@1ee807c6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@76a4d6c, org.springframework.test.context.transaction.TransactionalTestExecutionListener@517cd4b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6cc7b4de]
2016-11-18 13:41:23.968 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.2.4.Final
2016-11-18 13:41:23.995 [main] INFO  c.i.rt.execution.junit.JUnitStarter - Starting JUnitStarter on k8s-minion3 with PID 4338 (/home/vpclub/idea-8/plugins/junit/lib/junit-rt.jar started by vpclub in /home/vpclub/openshift/fabric/ipservice)
2016-11-18 13:41:23.995 [main] INFO  c.i.rt.execution.junit.JUnitStarter - No active profile set, falling back to default profiles: default
2016-11-18 13:41:24.025 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7a67e3c6: startup date [Fri Nov 18 13:41:24 CST 2016]; root of context hierarchy
2016-11-18 13:41:24.212 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-11-18 13:41:24.337 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'encrypt.CONFIGURATION_PROPERTIES' of type [class org.springframework.cloud.bootstrap.encrypt.KeyProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:24.338 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'encryptionBootstrapConfiguration' of type [class org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$291a1bf9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:24.454 [main] WARN  i.f.s.c.k.KubernetesClientProperties - No namespace has been detected. Please specify KUBERNETES_NAMESPACE env var, or use a later kubernetes version (1.3 or later)
2016-11-18 13:41:24.567 [main] INFO  c.i.rt.execution.junit.JUnitStarter - Started JUnitStarter in 1.415 seconds (JVM running for 3.475)
2016-11-18 13:41:25.582 [main] INFO  o.s.cloud.commons.util.InetUtils - Cannot determine local hostname
2016-11-18 13:41:35.865 [main] WARN  i.f.s.c.k.c.ConfigMapPropertySource - Can't read configMap with name: [ipservice] in namespace:[null]. Ignoring
2016-11-18 13:41:35.872 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: ConfigMapPropertySource [name='configmap.ipservice.null']
2016-11-18 13:41:35.876 [main] INFO  c.v.mockmvc.AppInfoControllerTest - No active profile set, falling back to default profiles: default
2016-11-18 13:41:35.887 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@5298dead: startup date [Fri Nov 18 13:41:35 CST 2016]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@7a67e3c6
2016-11-18 13:41:37.021 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'beanNameViewResolver' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.class]]
2016-11-18 13:41:37.414 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=7aeb1b8f-4ea6-3a65-a520-a03f3d6c3a47
2016-11-18 13:41:37.419 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-11-18 13:41:37.447 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appInfoMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppInfoMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.448 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sequencesMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/SequencesMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.452 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appInfoMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppInfoMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.452 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sequencesMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/SequencesMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.464 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appInfoMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppInfoMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.465 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sequencesMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/SequencesMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.467 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appInfoMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppInfoMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.468 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sequencesMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/SequencesMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:41:37.522 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource.CONFIGURATION_PROPERTIES' of type [class org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:37.523 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$NonEmbeddedConfiguration' of type [class org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$NonEmbeddedConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.057 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [class com.alibaba.druid.pool.DruidDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.059 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatisConfiguration' of type [class cn.vpclub.storage.config.MybatisConfiguration$$EnhancerBySpringCGLIB$$da59a8a6] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.406 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [class org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.410 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'appConfigMapper' of type [class tk.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.411 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'appInfoMapper' of type [class tk.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.411 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sequencesMapper' of type [class tk.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.446 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheConfig' of type [class cn.vpclub.storage.config.RedisCacheConfig$$EnhancerBySpringCGLIB$$c82178ac] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.460 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'annotationDrivenTransactionManager' of type [class org.springframework.jdbc.datasource.DataSourceTransactionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.464 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$684df1c0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.485 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$cfabbc1e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.528 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.RefreshAutoConfiguration$ConfigurationPropertiesRebinderConfiguration' of type [class org.springframework.cloud.autoconfigure.RefreshAutoConfiguration$ConfigurationPropertiesRebinderConfiguration$$EnhancerBySpringCGLIB$$5950ded6] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:41:38.814 [main] INFO  com.atomikos.logging.LoggerFactory - Using Slf4J for logging.
2016-11-18 13:41:38.815 [main] WARN  c.a.i.c.UserTransactionServiceImp - No properties path set - looking for transactions.properties in classpath...
2016-11-18 13:41:38.816 [main] WARN  c.a.i.c.UserTransactionServiceImp - transactions.properties not found - looking for jta.properties in classpath...
2016-11-18 13:41:38.816 [main] WARN  c.a.i.c.UserTransactionServiceImp - Failed to open transactions properties file - using default values
2016-11-18 13:41:38.832 [main] WARN  c.a.i.c.UserTransactionServiceImp - No properties path set - looking for transactions.properties in classpath...
2016-11-18 13:41:38.832 [main] WARN  c.a.i.c.UserTransactionServiceImp - transactions.properties not found - looking for jta.properties in classpath...
2016-11-18 13:41:38.833 [main] WARN  c.a.i.c.UserTransactionServiceImp - Failed to open transactions properties file - using default values
2016-11-18 13:41:38.884 [main] INFO  c.a.p.imp.StateRecoveryManagerImp - com.atomikos.persistence.imp.WriteAheadObjectLog instantiation failed - falling back to default
2016-11-18 13:41:38.885 [main] INFO  c.a.persistence.imp.FileLogStream - Starting read of logfile /home/vpclub/openshift/fabric/ipservice/./tmlog3.log
2016-11-18 13:41:38.886 [main] INFO  c.a.persistence.imp.FileLogStream - Done read of logfile
2016-11-18 13:41:38.886 [main] INFO  c.a.p.imp.AbstractLogStream - Logfile closed: /home/vpclub/openshift/fabric/ipservice/./tmlog3.log
2016-11-18 13:41:38.920 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING core version: 3.9.3
2016-11-18 13:41:38.920 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.automatic_resource_registration = true
2016-11-18 13:41:38.920 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.client_demarcation = false
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.threaded_2pc = false
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.serial_jta_transactions = true
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.serializable_logging = true
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.log_base_dir = ./
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.max_actives = 50
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.checkpoint_interval = 500
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.enable_logging = true
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.output_dir = ./
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.log_base_name = tmlog
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.max_timeout = 300000
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.tm_unique_name = 127.0.1.1.tm
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING java.naming.factory.initial = com.sun.jndi.rmi.registry.RegistryContextFactory
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING java.naming.provider.url = rmi://localhost:1099
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.service = com.atomikos.icatch.standalone.UserTransactionServiceFactory
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.force_shutdown_on_vm_exit = false
2016-11-18 13:41:38.921 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.default_jta_timeout = 10000
2016-11-18 13:41:38.928 [main] INFO  o.s.t.jta.JtaTransactionManager - Using JTA UserTransaction: com.atomikos.icatch.jta.UserTransactionImp@1235151c
2016-11-18 13:41:38.928 [main] INFO  o.s.t.jta.JtaTransactionManager - Using JTA TransactionManager: com.atomikos.icatch.jta.UserTransactionManager@5a1f778
2016-11-18 13:41:39.433 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@5298dead: startup date [Fri Nov 18 13:41:35 CST 2016]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@7a67e3c6
2016-11-18 13:41:39.543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/appInfo/findDataPage],methods=[POST]}" onto public void cn.vpclub.web.AppInfoController.findDataPage(cn.vpclub.api.model.request.AppInfoParam,javax.servlet.http.HttpServletResponse)
2016-11-18 13:41:39.545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/appInfo/findAllDataList],methods=[POST]}" onto public void cn.vpclub.web.AppInfoController.findAllDataList(java.util.Map<java.lang.String, java.lang.Object>,javax.servlet.http.HttpServletResponse)
